"date","load"
2011-01-01,4185.64448019774
2011-01-02,4514.88495236197
2011-01-03,4701.0830886116
2011-01-04,4581.4141270186
2011-01-05,4548.82748005946
2011-01-06,4554.88551726417
2011-01-07,4549.62503577648
2011-01-08,4664.07823972063
2011-01-09,4840.19160338278
2011-01-10,4832.70058394315
2011-01-11,4702.95491776883
2011-01-12,4662.73667642306
2011-01-13,4662.08546379046
2011-01-14,4649.76730323619
2011-01-15,4759.5525461508
2011-01-16,4931.73463690633
2011-01-17,4916.50375888587
2011-01-18,4777.04649109452
2011-01-19,4728.73382095141
2011-01-20,4720.55472136516
2011-01-21,4700.52858629951
2011-01-22,4803.72873357069
2011-01-23,4969.39448677398
2011-01-24,4945.91323140968
2011-01-25,4797.67938941161
2011-01-26,4741.2617820383
2011-01-27,4725.14872319334
2011-01-28,4697.19936630182
2011-01-29,4792.22834416847
2011-01-30,4949.10360330095
2011-01-31,4917.3526514975
2011-02-01,4761.85398428059
2011-02-02,4697.83155558206
2011-02-03,4673.87168828319
2011-02-04,4638.28821330434
2011-02-05,4724.04277841835
2011-02-06,4870.36056483925
2011-02-07,4830.87038243089
2011-02-08,4670.15538833873
2011-02-09,4599.55971898043
2011-02-10,4568.37868853722
2011-02-11,4525.98450227998
2011-02-12,4601.96512206724
2011-02-13,4736.63120287734
2011-02-14,4690.49024145803
2011-02-15,4527.04365922345
2011-02-16,4451.40288357646
2011-02-17,4414.15432650396
2011-02-18,4366.27868124913
2011-02-19,4432.65170810867
2011-02-20,4555.34648615815
2011-02-21,4504.14177583462
2011-02-22,4340.71872777169
2011-02-23,4261.95598176443
2011-02-24,4220.24239218245
2011-02-25,4168.62359209257
2011-02-26,4226.204493042
2011-02-27,4337.39634271309
2011-02-28,4283.08285355517
