"date","load"
2011-01-01,4500.67710053593
2011-01-02,4932.30071410627
2011-01-03,4955.90964765686
2011-01-04,4888.02707880924
2011-01-05,4796.67390645587
2011-01-06,4764.74054673867
2011-01-07,4829.68193223367
2011-01-08,4959.42261975039
2011-01-09,5071.83431983547
2011-01-10,5093.594788206
2011-01-11,5021.33367698299
2011-01-12,4925.01381690949
2011-01-13,4889.71916177357
2011-01-14,4953.75461233207
2011-01-15,5084.05846116087
2011-01-16,5196.34936056527
2011-01-17,5215.55108284483
2011-01-18,5138.35784912977
2011-01-19,5036.48316656743
2011-01-20,4996.9161093043
2011-01-21,5058.62805513152
2011-01-22,5187.6329904555
2011-01-23,5297.80929386359
2011-01-24,5312.69448235965
2011-01-25,5229.15701121947
2011-01-26,5120.38012635863
2011-01-27,5074.78896560603
2011-01-28,5131.71323346517
2011-01-29,5256.34965100521
2011-01-30,5361.2686599525
2011-01-31,5369.23672003
2011-02-01,5277.46721187708
2011-02-02,5160.14054963685
2011-02-03,5106.36515456583
2011-02-04,5155.36985511551
2011-02-05,5271.74458242717
2011-02-06,5367.59441260804
2011-02-07,5365.82406431088
2011-02-08,5264.18925518379
2011-02-09,5137.13058419902
2011-02-10,5073.36388695885
2011-02-11,5111.42566488445
2011-02-12,5215.65531102273
2011-02-13,5298.85597521447
2011-02-14,5285.22992788798
2011-02-15,5173.24203866582
2011-02-16,5036.58765417297
2011-02-17,4962.2529561687
2011-02-18,4987.42913706271
2011-02-19,5076.70946597885
2011-02-20,5144.97850719713
2011-02-21,5118.99963338702
2011-02-22,4998.02101105207
2011-02-23,4853.80920371798
2011-02-24,4770.19272476174
2011-02-25,4782.41211550895
2011-02-26,4855.9162819583
2011-02-27,4909.07180060283
2011-02-28,4872.35749017119
