"date","load"
2011-01-01,4294.89042103704
2011-01-02,4724.49075125838
2011-01-03,4946.52946234777
2011-01-04,4827.67741552865
2011-01-05,4800.20333655435
2011-01-06,4813.1299219424
2011-01-07,4813.99812130021
2011-01-08,4941.94779523282
2011-01-09,5135.1137465595
2011-01-10,5132.35948249302
2011-01-11,4998.82054444682
2011-01-12,4960.02696355562
2011-01-13,4962.8414876241
2011-01-14,4953.03663889471
2011-01-15,5073.5513615067
2011-01-16,5260.15868749266
2011-01-17,5245.51853432931
2011-01-18,5097.41898296747
2011-01-19,5046.2440451683
2011-01-20,5037.40889911285
2011-01-21,5015.71977882499
2011-01-22,5125.68870486246
2011-01-23,5301.66351587328
2011-01-24,5274.37244041374
2011-01-25,5113.27155687707
2011-01-26,5049.88216698842
2011-01-27,5029.02952150016
2011-01-28,4995.45389062197
2011-01-29,5092.8461513821
2011-01-30,5255.21230747378
2011-01-31,5215.82497867041
2011-02-01,5044.64624258215
2011-02-02,4970.49299042814
2011-02-03,4938.51833188038
2011-02-04,4894.30215205196
2011-02-05,4978.40187311887
2011-02-06,5125.59888176358
2011-02-07,5075.92078117652
2011-02-08,4898.61895230706
2011-02-09,4816.24165356096
2011-02-10,4775.15165897883
2011-02-11,4722.58598903461
2011-02-12,4793.97315974106
2011-02-13,4925.90228591531
2011-02-14,4868.68331819134
2011-02-15,4689.71912175808
2011-02-16,4602.35221186904
2011-02-17,4554.91226820547
2011-02-18,4496.94678293886
2011-02-19,4557.25297661843
2011-02-20,4675.0739326373
2011-02-21,4613.55469301
2011-02-22,4437.30750170439
2011-02-23,4348.39450121272
2011-02-24,4297.67988624553
2011-02-25,4237.4639183404
2011-02-26,4288.99491101615
2011-02-27,4394.76376624206
2011-02-28,4332.19998252322
