"date","load"
2011-01-01,4934.82536537886
2011-01-02,4970.90917971497
2011-01-03,5043.15855192159
2011-01-04,4980.49208524954
2011-01-05,4867.69952482026
2011-01-06,4827.37284114206
2011-01-07,4859.3000712912
2011-01-08,4851.60217882775
2011-01-09,4779.66871029918
2011-01-10,4723.18380218758
2011-01-11,4699.35207877853
2011-01-12,4692.93427478469
2011-01-13,4734.50586329627
2011-01-14,4817.77795580782
2011-01-15,4843.01031640725
2011-01-16,4787.623353461
2011-01-17,4745.48841311941
2011-01-18,4729.04605431412
2011-01-19,4736.9396653921
2011-01-20,4799.21256886888
2011-01-21,4887.85410539995
2011-01-22,4912.27566708574
2011-01-23,4856.58869575016
2011-01-24,4813.95045193759
2011-01-25,4765.69370814702
2011-01-26,4738.95519402295
2011-01-27,4794.28628061235
2011-01-28,4882.97355605428
2011-01-29,4900.16068907474
2011-01-30,4834.59612750376
2011-01-31,4765.86843027689
2011-02-01,4681.3830051361
2011-02-02,4620.96410572131
2011-02-03,4660.21556419923
2011-02-04,4751.37605121054
2011-02-05,4754.83672972385
2011-02-06,4673.49551840433
2011-02-07,4576.1209444117
2011-02-08,4470.56712646958
2011-02-09,4400.54097926661
2011-02-10,4438.928334932
2011-02-11,4513.65625993209
2011-02-12,4501.51138569867
2011-02-13,4421.89717819491
2011-02-14,4302.52835794368
2011-02-15,4188.35701192322
2011-02-16,4116.5396713341
2011-02-17,4141.36956409341
2011-02-18,4183.69458673508
2011-02-19,4165.90308072753
2011-02-20,4081.91522742795
2011-02-21,3911.4973410641
2011-02-22,3784.91203564427
2011-02-23,3748.83688098555
2011-02-24,3785.9324596427
2011-02-25,3816.0087615892
2011-02-26,3805.93418179211
2011-02-27,3739.33859533036
2011-02-28,3590.03148690975
