date,load
2011-01-01,4985.1215317590995
2011-01-02,5112.88939946246
2011-01-03,5220.708448105285
2011-01-04,5068.585841515725
2011-01-05,4852.688366769909
2011-01-06,4846.903609139785
2011-01-07,4921.628125586385
2011-01-08,4932.819161563645
2011-01-09,4821.07978558052
2011-01-10,4769.351480647605
2011-01-11,4710.4685410344955
2011-01-12,4619.380305251974
2011-01-13,4654.921790001816
2011-01-14,4752.268012382239
2011-01-15,4770.505626483625
2011-01-16,4684.584196658096
2011-01-17,4608.964531445775
2011-01-18,4549.58745344898
2011-01-19,4504.120618379175
2011-01-20,4561.6368337187905
2011-01-21,4689.95196587197
2011-01-22,4754.08603289013
2011-01-23,4675.191505109615
2011-01-24,4634.455477521045
2011-01-25,4612.697852453075
2011-01-26,4576.58555539322
2011-01-27,4657.91258738303
2011-01-28,4764.49912292999
2011-01-29,4757.665803129645
2011-01-30,4583.52818282429
2011-01-31,4517.355681830335
2011-02-01,4447.06482371913
2011-02-02,4385.318266170259
2011-02-03,4509.846748498185
2011-02-04,4582.7627514817395
2011-02-05,4565.263246104145
2011-02-06,4499.42572170419
2011-02-07,4412.53612175934
2011-02-08,4287.353389660675
2011-02-09,4226.31799447699
2011-02-10,4339.679674670049
2011-02-11,4381.62711547775
2011-02-12,4337.181016627341
2011-02-13,4253.60044448424
2011-02-14,4168.794576129455
2011-02-15,4049.7216716093
2011-02-16,3997.894028870035
2011-02-17,4119.544919192846
2011-02-18,4144.94159236749
2011-02-19,4123.47137573928
2011-02-20,4085.52219465476
2011-02-21,3936.14070731937
2011-02-22,3759.222280048105
2011-02-23,3714.272384041955
2011-02-24,3797.145831287195
2011-02-25,3829.31664108843
2011-02-26,3816.632733529535
2011-02-27,3835.7254179902
2011-02-28,3719.156748440385
