"date","load"
2011-01-01,4383.16853183059
2011-01-02,4105.78327680835
2011-01-03,3858.19867193829
2011-01-04,3644.47428964649
2011-01-05,3853.46891901491
2011-01-06,4082.03045953336
2011-01-07,4143.97690548966
2011-01-08,4074.64530787543
2011-01-09,3934.77020263382
2011-01-10,3841.79659471271
2011-01-11,3713.1862599429
2011-01-12,3792.12625482237
2011-01-13,3935.52980333015
2011-01-14,4225.34620299897
2011-01-15,4268.2706111534
2011-01-16,4060.8600615476
2011-01-17,4161.07321195596
2011-01-18,4132.75523973011
2011-01-19,4039.46131406261
2011-01-20,3993.7463888864
2011-01-21,4138.61085604744
2011-01-22,4118.7842568119
2011-01-23,4143.43397166289
2011-01-24,4160.48526810108
2011-01-25,4149.04415971111
2011-01-26,3955.26738767697
2011-01-27,3886.87027109564
2011-01-28,4141.43908231035
2011-01-29,4223.70473224213
2011-01-30,4106.52326657464
2011-01-31,4239.25135532796
2011-02-01,4296.22623671055
2011-02-02,4177.73247253362
2011-02-03,3947.08152087192
2011-02-04,4034.58053746187
2011-02-05,3859.01575184981
2011-02-06,3702.31060704223
2011-02-07,3952.98371764855
2011-02-08,4142.62716678456
2011-02-09,3986.16953145913
2011-02-10,3885.35846300261
2011-02-11,4045.44580723102
2011-02-12,4021.29926191498
2011-02-13,4020.00078081995
2011-02-14,4225.60628822466
2011-02-15,4295.03976107757
2011-02-16,3854.1020822043
2011-02-17,3587.06083480211
2011-02-18,3686.26440848523
2011-02-19,3657.05951555209
2011-02-20,3660.89911129382
2011-02-21,3985.79694445045
2011-02-22,4013.46769267398
2011-02-23,3624.79352311228
2011-02-24,3484.20679638301
2011-02-25,3481.43312576705
2011-02-26,3471.67204594212
2011-02-27,3516.42736572011
2011-02-28,3902.09939564477
