"date","load"
2011-01-01,4542.4019780846
2011-01-02,4799.64468814134
2011-01-03,4749.00565276155
2011-01-04,4646.00757716449
2011-01-05,4597.60755788978
2011-01-06,4606.49368750745
2011-01-07,4596.17323066979
2011-01-08,4713.69951912527
2011-01-09,4890.64383324957
2011-01-10,4882.29427587307
2011-01-11,4750.73795128902
2011-01-12,4711.27967405354
2011-01-13,4711.72323786465
2011-01-14,4702.42433900919
2011-01-15,4818.70213893872
2011-01-16,4997.87911004677
2011-01-17,4986.33606372301
2011-01-18,4849.74670521233
2011-01-19,4806.47293332368
2011-01-20,4804.21464194814
2011-01-21,4791.54632048034
2011-01-22,4906.92716401092
2011-01-23,5085.78070991612
2011-01-24,5069.9071946511
2011-01-25,4927.03423135778
2011-01-26,4878.95024519982
2011-01-27,4872.08513363418
2011-01-28,4854.47625134655
2011-01-29,4965.92977028698
2011-01-30,5141.24042851746
2011-01-31,5119.23068349554
2011-02-01,4968.49128289484
2011-02-02,4913.62821911081
2011-02-03,4899.777525725
2011-02-04,4874.94563396762
2011-02-05,4979.16335231701
2011-02-06,5146.44517827748
2011-02-07,5115.7643764685
2011-02-08,4956.57619019545
2011-02-09,4892.61797231441
2011-02-10,4869.70783116827
2011-02-11,4835.39940818218
2011-02-12,4928.89928428741
2011-02-13,5083.92869570095
2011-02-14,5042.6052046856
2011-02-15,4874.89412785145
2011-02-16,4801.409832982
2011-02-17,4767.76235982116
2011-02-18,4723.14865279815
2011-02-19,4802.88326394636
2011-02-20,4942.20558896268
2011-02-21,4890.43784001226
2011-02-22,4716.02730904717
2011-02-23,4633.24106100699
2011-02-24,4589.67921777111
2011-02-25,4535.5215460285
2011-02-26,4600.84996153076
2011-02-27,4722.39483970276
2011-02-28,4661.48732009433
