"date","load"
2011-01-01,4863.82145738043
2011-01-02,4882.71168236211
2011-01-03,4989.4073537883
2011-01-04,4986.47929268224
2011-01-05,4862.50837589849
2011-01-06,4684.20142693591
2011-01-07,4553.2004563921
2011-01-08,4438.52128030741
2011-01-09,4286.79560494202
2011-01-10,4204.43236833921
2011-01-11,4252.17611672623
2011-01-12,4326.65806816744
2011-01-13,4368.52541561427
2011-01-14,4421.86588928456
2011-01-15,4483.51963131329
2011-01-16,4519.81790965136
2011-01-17,4591.33952556941
2011-01-18,4704.7936683162
2011-01-19,4778.05581152539
2011-01-20,4866.68565560725
2011-01-21,5025.43289107448
2011-01-22,5137.08522388607
2011-01-23,5127.84480709289
2011-01-24,5005.69884115874
2011-01-25,4877.82229752467
2011-01-26,4808.88215098806
2011-01-27,4872.53237014653
2011-01-28,5026.45911187961
2011-01-29,5116.46673367982
2011-01-30,5079.68867678381
2011-01-31,4924.99455827497
2011-02-01,4771.72119420562
2011-02-02,4689.18116372484
2011-02-03,4730.95123683169
2011-02-04,4864.89461600008
2011-02-05,4935.02782262217
2011-02-06,4883.33867247698
2011-02-07,4729.71667296399
2011-02-08,4584.62065404837
2011-02-09,4501.90266381379
2011-02-10,4487.74405771532
2011-02-11,4578.46019814461
2011-02-12,4624.53861345111
2011-02-13,4514.69235715969
2011-02-14,4303.12701841873
2011-02-15,4129.76591718941
2011-02-16,4037.24875722415
2011-02-17,4018.24632521276
2011-02-18,4127.86450728734
2011-02-19,4154.36988922738
2011-02-20,4068.37222506273
2011-02-21,3843.0445156921
2011-02-22,3689.71619588447
2011-02-23,3711.13904958945
2011-02-24,3843.03916521754
2011-02-25,3976.4535648523
2011-02-26,4039.16824113357
2011-02-27,3994.17482552921
2011-02-28,3810.24994661846
