date,load
2011-01-01,4665.093521588806
2011-01-02,4556.994286335475
2011-01-03,4434.31746863225
2011-01-04,4201.58645211166
2011-01-05,4224.70626506825
2011-01-06,4362.717615796585
2011-01-07,4316.533220672925
2011-01-08,4220.982621613655
2011-01-09,4183.539888761895
2011-01-10,4183.21495436559
2011-01-11,4077.532351664925
2011-01-12,4153.169363375995
2011-01-13,4272.483889036525
2011-01-14,4469.316842719745
2011-01-15,4545.827584736965
2011-01-16,4505.26363069228
2011-01-17,4520.09542761353
2011-01-18,4528.202120017525
2011-01-19,4462.39753426115
2011-01-20,4487.7044139348745
2011-01-21,4548.613892623395
2011-01-22,4575.0441756356995
2011-01-23,4549.211516025055
2011-01-24,4586.509703287795
2011-01-25,4538.477166729275
2011-01-26,4367.373362957185
2011-01-27,4274.142834728955
2011-01-28,4541.32216241734
2011-01-29,4646.03911818494
2011-01-30,4494.32837867528
2011-01-31,4472.39517754834
2011-02-01,4431.18345319341
2011-02-02,4434.235463302755
2011-02-03,4221.243041113775
2011-02-04,4233.41776374778
2011-02-05,4054.834062801835
2011-02-06,3965.54164022147
2011-02-07,4063.0642187123503
2011-02-08,4191.55400713452
2011-02-09,4158.89871674729
2011-02-10,4123.256730375715
2011-02-11,4295.79433236594
2011-02-12,4279.87419370346
2011-02-13,4162.760618457165
2011-02-14,4159.0567895453405
2011-02-15,4126.96735074919
2011-02-16,3807.798193811665
2011-02-17,3665.061102327005
2011-02-18,3810.0954038521404
2011-02-19,3804.5606884293
2011-02-20,3812.3497598884296
2011-02-21,3922.941969046465
2011-02-22,3892.6998809334
2011-02-23,3659.883904592085
2011-02-24,3578.026267574305
2011-02-25,3583.5285503827554
2011-02-26,3614.792024388295
2011-02-27,3570.649703135825
2011-02-28,3765.60080637011
