"date","load"
2011-01-01,4404.80744517057
2011-01-02,4074.43930396795
2011-01-03,3767.69172890083
2011-01-04,3537.35633124376
2011-01-05,3691.75755089051
2011-01-06,3974.06132014464
2011-01-07,3966.8022940237
2011-01-08,3849.21664276936
2011-01-09,3795.20681973074
2011-01-10,3733.62661400564
2011-01-11,3668.35620127763
2011-01-12,3872.31136039463
2011-01-13,4101.22441956696
2011-01-14,4348.20224504261
2011-01-15,4472.50676835008
2011-01-16,4393.98904357522
2011-01-17,4373.92877304526
2011-01-18,4413.66300399794
2011-01-19,4354.46193963977
2011-01-20,4321.94953905143
2011-01-21,4291.71599531601
2011-01-22,4315.59085335802
2011-01-23,4388.18682536454
2011-01-24,4460.61653107607
2011-01-25,4356.99543282994
2011-01-26,4131.57488731295
2011-01-27,3971.81367566226
2011-01-28,4334.7767602999
2011-01-29,4514.27386106845
2011-01-30,4365.51539859363
2011-01-31,4269.89303331582
2011-02-01,4233.69659912127
2011-02-02,4300.00830746412
2011-02-03,3950.38665465057
2011-02-04,3846.81867034333
2011-02-05,3580.34204642089
2011-02-06,3495.49957269702
2011-02-07,3696.67799375641
2011-02-08,3966.4740799772
2011-02-09,3977.59904764631
2011-02-10,3931.68011009556
2011-02-11,4163.96814627194
2011-02-12,4227.808255593
2011-02-13,4166.98773019653
2011-02-14,4191.66886572939
2011-02-15,4150.1287025924
2011-02-16,3631.54000658741
2011-02-17,3338.98186661361
2011-02-18,3494.85841963409
2011-02-19,3632.96626722337
2011-02-20,3770.51109093561
2011-02-21,4040.29921625644
2011-02-22,4045.18988545208
2011-02-23,3637.32881952845
2011-02-24,3408.41222848735
2011-02-25,3398.32733601206
2011-02-26,3542.97757569777
2011-02-27,3553.62273817629
2011-02-28,3926.77234297997
