"date","load"
2011-01-01,4397.57237418461
2011-01-02,4190.10992831712
2011-01-03,4003.18305436463
2011-01-04,3912.29710908277
2011-01-05,4012.74447445204
2011-01-06,4096.65780141931
2011-01-07,4190.08472056144
2011-01-08,4208.9757998548
2011-01-09,4105.5407894242
2011-01-10,3994.91226996544
2011-01-11,3974.97243653872
2011-01-12,3997.37549489611
2011-01-13,4030.151774611
2011-01-14,4124.40778970503
2011-01-15,4158.88023784191
2011-01-16,4038.04098690793
2011-01-17,3949.23176932922
2011-01-18,3907.41833655842
2011-01-19,3930.07895989
2011-01-20,3933.67897944611
2011-01-21,3992.63087488358
2011-01-22,4034.09262011196
2011-01-23,4058.22764534031
2011-01-24,4050.89995401877
2011-01-25,3998.26036286961
2011-01-26,3982.19696088793
2011-01-27,3999.72668658429
2011-01-28,4131.06298381451
2011-01-29,4191.25440843398
2011-01-30,4178.77129287818
2011-01-31,4139.32274338397
2011-02-01,4142.65991314196
2011-02-02,4172.61119534698
2011-02-03,4092.52644162767
2011-02-04,4047.02019775811
2011-02-05,4023.5907066078
2011-02-06,4013.38235594459
2011-02-07,4049.06944778524
2011-02-08,4114.50877593025
2011-02-09,4122.22272077139
2011-02-10,4068.06661231584
2011-02-11,4094.12362502722
2011-02-12,4128.09126225413
2011-02-13,4130.300420704
2011-02-14,4125.26455386195
2011-02-15,4106.74526121206
2011-02-16,3942.9449162535
2011-02-17,3789.99243552396
2011-02-18,3756.43690680129
2011-02-19,3853.26203144398
2011-02-20,3894.8543128885
2011-02-21,3949.99978647779
2011-02-22,3930.12320798617
2011-02-23,3759.9935043973
2011-02-24,3595.52257783694
2011-02-25,3518.23623368527
2011-02-26,3621.06977494591
2011-02-27,3757.78836048482
2011-02-28,3838.39462232436
