"date","load"
2011-01-01,4285.14975127682
2011-01-02,4666.05439112888
2011-01-03,4924.77378257469
2011-01-04,4867.96505511426
2011-01-05,4786.70353730623
2011-01-06,4762.84289066464
2011-01-07,4833.78022755721
2011-01-08,4968.0507316134
2011-01-09,5084.28835302915
2011-01-10,5109.58034200287
2011-01-11,5040.32361569806
2011-01-12,4945.85971744402
2011-01-13,4910.76484189282
2011-01-14,4973.15274710635
2011-01-15,5100.09685591436
2011-01-16,5207.82853237887
2011-01-17,5221.96021379394
2011-01-18,5139.45930042345
2011-01-19,5031.54660855111
2011-01-20,4984.26031772051
2011-01-21,5035.78987939744
2011-01-22,5152.19134598097
2011-01-23,5248.59085869079
2011-01-24,5250.3470015638
2011-01-25,5155.10375436131
2011-01-26,5034.83613343107
2011-01-27,4975.62860406693
2011-01-28,5015.09293259937
2011-01-29,5118.81539039769
2011-01-30,5202.22893519341
2011-01-31,5191.68537334165
2011-02-01,5085.53845248253
2011-02-02,4955.30958203815
2011-02-03,4885.70516830786
2011-02-04,4913.16368806305
2011-02-05,5003.39656755874
2011-02-06,5073.52194050555
2011-02-07,5052.02649916837
2011-02-08,4937.93125054314
2011-02-09,4801.14151287761
2011-02-10,4723.70157281923
2011-02-11,4740.39843672823
2011-02-12,4817.64658982568
2011-02-13,4875.4529008323
2011-02-14,4845.36469680503
2011-02-15,4726.96425838143
2011-02-16,4587.54326358266
2011-02-17,4505.46266474534
2011-02-18,4513.53547636622
2011-02-19,4579.38013331058
2011-02-20,4626.81341700759
2011-02-21,4591.08245740991
2011-02-22,4472.1840320211
2011-02-23,4334.05208978913
2011-02-24,4250.68141680367
2011-02-25,4252.75652246345
2011-02-26,4309.47927841767
2011-02-27,4349.05692897445
2011-02-28,4310.76502203172
